City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
704525,Kozova,100,UA,1680458637,94,49.4354,25.1509,40.6,12.3
1640344,Kendari,100,ID,1680458638,94,-3.945,122.4989,73.94,2.89
2094027,Kieta,24,PG,1680458437,79,-6.2167,155.6333,80.56,4.05
1714733,Dingle,71,PH,1680458640,85,10.9995,122.6711,74.3,5.91
777073,Vadsø,40,NO,1680458642,80,70.0744,29.7487,23.88,6.91
2140466,Moindou,44,NC,1680458643,86,-21.6924,165.677,76.71,2.21
3663516,Mâncio Lima,75,BR,1680458644,70,-7.6142,-72.8958,84.27,6.91
5641727,Bozeman,40,US,1680458645,45,45.6796,-111.0386,36.09,16.11
3838859,Río Gallegos,0,AR,1680458646,41,-51.6226,-69.2181,57.25,18.41
368246,Raja,16,SS,1680458647,13,8.4596,25.678,83.43,4.45
6113406,Prince Rupert,0,CA,1680458424,93,54.3161,-130.3201,37.49,3.44
4047434,Russell,82,US,1680458649,32,32.3502,-85.1999,72.97,5.41
3991169,Estación Queréndaro,40,MX,1680458651,28,19.8667,-100.9167,80.64,5.75
4132093,Springdale,20,US,1680458653,26,36.1867,-94.1288,73.53,23.02
3175788,Oga,91,IT,1680458654,86,46.4631,10.347,41.54,6.33
2121385,Severo-Kuril'sk,96,RU,1680458655,89,50.6789,156.125,30.94,14.54
3421193,Paamiut,18,GL,1680458657,54,61.994,-49.6678,30.54,5.79
933995,Souillac,75,MU,1680458658,89,-20.5167,57.5167,79.18,10.36
3530103,San Miguel de Cozumel,40,MX,1680458657,57,20.5083,-86.9458,87.87,12.66
3430988,Luján,100,AR,1680458662,67,-34.5703,-59.105,71.82,8.88
1626542,Sorong,100,ID,1680458664,86,-0.8833,131.25,77.85,1.54
